"","[Clostridium] innocuum group","[Eubacterium] brachy group","[Eubacterium] eligens group","[Eubacterium] fissicatena group","[Eubacterium] hallii group","[Eubacterium] nodatum group","[Eubacterium] oxidoreducens group","[Eubacterium] ruminantium group","[Eubacterium] siraeum group","[Eubacterium] ventriosum group","[Eubacterium] xylanophilum group","[Ruminococcus] gauvreauii group","[Ruminococcus] gnavus group","[Ruminococcus] torques group","Abiotrophia","Acetanaerobacterium","Acidaminococcus","Acinetobacter","Actinobacillus","Actinomyces","Actinotignum","Adlercreutzia","Agathobacter","Aggregatibacter","Akkermansia","Aliihoeflea","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Bulleidia","Butyricicoccus","Butyricimonas","CAG-352","CAG-56","CAG-873","Caldicoprobacter","Campylobacter","Candidatus Hepatoplasma","Candidatus Saccharimonas","Candidatus Soleaferrea","Candidatus Stoquefichus","Catabacter","Catenibacillus","Catenibacterium","Cellulosilyticum","Cetobacterium","Chelativorans","CHKCI001","CHKCI002","Christensenella","Christensenellaceae R-7 group","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridioides","Clostridium sensu stricto 1","Clostridium sensu stricto 13","Colidextribacter","Collinsella","Comamonas","Companilactobacillus","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae UCG-003","Corynebacterium","Cronobacter","Cryptobacterium","Cuneatibacter","Curvibacter","Defluviitaleaceae UCG-011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Dysgonomonas","Edwardsiella","Eggerthella","Eisenbergiella","Empedobacter","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae UCG-003","Escherichia-Shigella","Eubacterium","Ezakiella","F0332","Facklamia","Faecalibacterium","Faecalicoccus","Faecalitalea","Family XIII AD3011 group","Family XIII UCG-001","Fastidiosipila","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA-900066575","GCA-900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia-Obesumbacterium","Halarcobacter","Halomonas","Harryflintia","Herbaspirillum","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Hypnocyclicus","Incertae Sedis","Intestinibacter","Intestinimonas","Klebsiella","Kurthia","Lachnoanaerobaculum","Lachnoclostridium","Lachnospira","Lachnospiraceae FCS020 group","Lachnospiraceae NC2004 group","Lachnospiraceae ND3007 group","Lachnospiraceae NK4A136 group","Lachnospiraceae UCG-001","Lachnospiraceae UCG-003","Lachnospiraceae UCG-004","Lachnospiraceae UCG-008","Lachnospiraceae UCG-010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Lawsonella","Lelliottia","Leuconostoc","Levilactobacillus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Malaciobacter","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Muricauda","Murimonas","Negativibacillus","Negativicoccus","Neisseria","Nesterenkonia","NK4A214 group","Nosocomiicoccus","Oceanicaulis","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenalcaligenes","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraclostridium","Paracoccus","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Pelagibacterium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Photobacterium","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae Ga6A1 group","Prevotellaceae NK3B31 group","Prevotellaceae UCG-001","Prevotellaceae UCG-003","Propionigenium","Proteiniphilum","Proteus","Providencia","Pseudocitrobacter","Pseudoclavibacter","Pseudoflavonifractor","Pseudoglutamicibacter","Pseudomonas","Pseudoramibacter","Pseudoscardovia","Pygmaiobacter","Pyramidobacter","Raoultella","Raoultibacter","Rikenellaceae RC9 gut group","Robinsoniella","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5-A14a","Salmonella","Sanguibacteroides","Sarcina","Scardovia","Sediminibacterium","Sediminispirochaeta","Selenomonas","Sellimonas","Senegalimassilia","Serratia","Shuttleworthia","Slackia","Solobacterium","Sphingobacterium","Sphingomonas","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sunxiuqinia","Sutterella","Synergistes","Tepidimicrobium","Terrisporobacter","TM7a","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5-1-2E3","UCG-002","UCG-003","UCG-005","UCG-007","UCG-009","Unknown","Veillonella","Vibrio","Victivallis","W5053","Weissella","Wohlfahrtiimonas","ZOR0006"
"SRR11825939",0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,1244,1,7271,0,117,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,668,0,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,19,0,0,0,9,1,0,0,12,0,148,2,0,0,0,3742,0,0,0,0,0,0,0,8,0,0,0,123,2,0,0,0,0,0,0,0,51,0,0,4,0,0,0,0,9,0,0,0,46,16,0,66,0,0,1,2202,5,0,0,0,0,0,560,0,0,0,0,201,4,0,0,0,2,0,0,88,0,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,3,0,0,1,353,0,0,0,0,0,0,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,146,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,392,1,0,0,20,0,0,3,0,0,8,1,0,5,0,10,5,0,0,0,144,218,0,0,0,8,0,0
"SRR11825940",18,0,0,0,7,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,87,1,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,370,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,38,1,0,0,0,0,0,0,43,0,86,0,0,0,0,3031,0,2,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,5,0,21430,0,0,67,6,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,44,0,0,129,0,0,0,0,2,0,0,0,0,138,3,0,0,0,0,0,0
"SRR11825941",0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,8,0,0,0,0,0,4,0,260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2607,0,56,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,5,116,0,0,0,0,33,0,0,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,87,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13853,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"SRR11825942",0,0,0,0,7,2,0,0,0,0,0,0,4,105,0,0,0,0,0,130,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,0,3,0,1441,0,46,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14859,0,0,181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,13,0,0,0,77,0,0,0,0,205,19,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18,0,8,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,1646,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,106,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4628,0,0,0,0,0,0,0
"SRR11825943",1,0,55,0,10,0,0,0,0,0,0,2,2,14,0,0,0,0,0,0,0,27,5357,0,0,0,461,0,0,0,0,0,0,0,0,0,85,0,0,0,1,0,0,0,0,1392,0,580,0,551,0,0,13,14,817,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,125,0,0,0,25,0,49,0,0,0,0,0,0,0,0,1,12,0,0,14,0,0,0,5,2,0,0,0,0,0,0,3,0,153,0,0,0,0,4159,0,0,0,0,0,4,0,26,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23,0,0,2,0,26,1,0,5,0,0,57,27,0,0,0,12,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,7,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2914,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,576,1,0,0,0,0,0,0
"SRR11825944",0,0,10,0,11,0,0,290,0,14,0,27,0,113,0,1,0,0,0,0,0,75,0,0,182,0,330,0,0,5,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,386,249,35,6,340,0,0,87,32,1,97,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,38,390,0,5,0,0,0,27,0,9,102,0,0,0,0,0,1980,0,0,0,0,0,0,5,0,17,0,0,0,45,0,0,0,0,34,0,0,14,0,8,0,0,37,11,1,1,0,0,968,0,0,7,0,0,5,1,8,0,0,0,22,0,0,0,0,3,0,9,0,1,0,0,8,0,0,38,3,0,0,0,0,454,20,63,1,0,0,3,11,29,0,0,376,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,67,0,0,0,229,0,0,0,0,3,0,0,0,390,0,0,7,0,0,0,0,4,0,0,36,0,163,0,0,0,13,0,0,0,0,0,0,0,4,16,20,0,0,0,16,42,0,33,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,20,172,0,26,165,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,1,0,0,0,30,7326,0,0,0,0,0,11,0,1,15,0,0,414,0,987,14,529,5,0,2991,7,0,0,0,0,0,0
"SRR11825945",0,0,0,0,1,1,0,0,0,0,0,0,201,28,1,0,0,0,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,0,8,0,74,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4576,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12696,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,47,1,19,0,0,0,4,0,0,0,0,0,0,1,0,15,16,0,31,0,0,194,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,2900,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,41,0,0,0,0,0,0,3,0,10,14,2,0,3,0,0,0,0,0,0,2897,0,0,0,0,8,0,0
"SRR11825946",0,0,50,0,0,66,0,0,0,0,0,0,937,825,49,1,0,0,0,281,0,0,1185,0,0,0,2,6,0,0,66,0,0,0,0,0,1359,0,0,0,0,0,0,80,0,12,0,33,12,532,0,0,471,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,469,0,0,0,0,0,423,0,0,357,0,0,16,0,0,0,0,3,0,5,0,0,0,0,15,51,0,0,435,0,0,0,130,0,0,0,1,0,0,0,26,1160,40,21,21,0,0,109,0,6,0,0,23,96,8,8,0,0,0,34,2602,0,0,9,0,42,35,21,214,0,0,5,0,0,0,10,320,2,0,0,0,0,0,16,0,0,299,0,6,0,13,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,2,0,0,0,0,25,30,0,3,0,0,4,1483,0,163,0,0,0,3,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,5,0,0,0,9,0,1,0,0,0,5,0,156,0,79,0,0,0,243,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,601,95,56,0,0,28,0,0,0,12,0,0,0,1,0,0,7,0,48,0,0,0,0,0,595,7,0,0,2,0,0,0,0,93,1,0,7,17,0,3,0,0,0,0,859,27,0,0,0,0,0,0
"SRR11825947",0,0,32,0,1648,4,0,96,0,17,0,98,2,6,21,0,0,0,0,245,0,736,453,0,1,0,75,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,34,0,177,26,11,0,3139,0,0,206,1,1,40,0,0,0,0,2,3,0,0,0,0,0,0,17,0,231,4,164,0,0,0,0,0,11,0,48,2858,0,0,0,0,0,126,0,3,0,1,0,0,0,0,87,421,0,41,345,0,0,0,1,0,0,59,0,0,0,0,0,298,74,8,0,0,0,1445,0,0,34,3,0,0,0,1,0,0,0,209,1,0,0,0,0,105,38,21,83,0,0,65,0,0,37,2,89,0,0,0,8,474,2,8,0,0,26,24,2,0,1,37,10,19,0,0,0,0,0,0,174,0,0,0,39,0,0,0,0,39,0,62,487,1,0,0,86,0,0,166,0,0,0,0,0,0,0,0,55,0,11,2,65,0,0,0,15,0,0,2,1,15,0,0,0,5,0,0,10,0,0,19,340,0,2,16,0,0,0,0,0,0,681,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,402,407,3,0,623,0,0,0,0,1,0,0,0,0,3,3,1,1105,5,0,0,0,0,0,674,3189,0,0,5,0,0,0,0,23,1,0,47,21,0,501,12,64,0,0,3163,3,0,0,0,606,0,0
"SRR11825948",0,0,0,0,36,7,0,1,0,0,0,0,93,62,75,0,0,0,0,604,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,32,0,5,0,663,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,7321,0,0,243,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31,57,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,315,0,85,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4065,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,23,0,0,0,0,0,648,7,0,0,0,0,0,0,0,108,90,0,0,2,0,1,0,1,0,0,390,0,0,0,0,15,0,0
"SRR11825949",3,0,0,0,4,0,0,0,0,0,0,0,25,720,0,0,2,0,0,3,0,0,8341,0,0,0,13,24,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,149,8,14,0,182,0,0,317,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,734,0,0,0,0,0,0,4,35,0,0,1,13,0,0,0,0,2354,0,0,0,0,1916,0,0,0,0,0,0,0,84,0,0,0,78,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,14,0,0,473,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,254,134,0,0,0,0,0,0
"SRR11825950",1,0,22,0,5,0,0,0,20,4,16,2,0,18,0,0,0,0,0,0,0,19,4177,0,0,0,116,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,874,0,118,0,129,0,0,41,0,743,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,7,0,3,15,0,0,0,0,0,24,0,0,0,0,0,0,2,0,16,5,0,0,12,1,0,0,1,0,0,0,3,0,0,0,0,42,86,0,0,0,0,8922,0,0,2,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,3,0,2,0,0,0,0,0,15,0,0,0,0,0,3,72,7,656,0,0,31,17,4,0,3,30,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,5,0,0,0,0,0,141,0,0,0,0,0,0,0,0,7,0,0,11,0,0,5,0,1,0,0,0,0,196,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,0,0,0,75,292,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,404,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,989,0,0,13,0,0,0,0,0,0,0,0,5,0,20,0,6,0,0,939,11,0,0,0,0,0,0
"SRR11825951",2,0,0,0,0,90,0,0,0,1,0,8,0,66,1,0,2,0,0,75,0,35,11,0,0,0,5,163,0,0,2,0,0,4,0,0,83,72,0,0,0,0,0,5,0,982,0,8498,0,1019,0,0,385,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,103,0,2,1199,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8530,0,0,19,0,0,0,20,10,0,0,0,0,0,0,4,116,199,100,0,0,0,192,0,0,6,0,0,0,0,35,0,0,0,72,0,0,0,0,0,7,35,5,1,0,0,41,0,0,0,2,0,0,13,0,6,24,7,134,0,0,390,3,3,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5988,0,0,0,0,0,53,0,0,0,0,0,0,0,4,0,0,0,0,4,0,17,0,0,0,0,0,0,21,0,0,0,0,0,1356,0,0,0,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,157,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,33,1262,0,0,0,0,0,0,0,6,3,0,17,64,0,84,0,0,0,0,414,0,0,0,0,2,0,0
"SRR11825952",21,0,0,1,0,4,0,0,0,0,0,0,11,27,0,0,0,0,0,4,0,0,3,0,1407,0,8,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,47,2,4709,21,2143,0,0,37,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4423,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,1,0,0,114,394,0,0,0,0,0,0,53,0,11,6,44,0,0,130,0,0,160,0,0,56,0,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0,0,1,0,0,0,1,0,0,59,0,63,5,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,16,10,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,38,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,21,0,0,72,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,311,0,2,0,0,0,0,918,0,0,0,0,0,0,0
"SRR11825953",3,0,29,0,0,0,0,291,195,43,12,13,0,50,0,0,0,0,0,0,0,10,634,0,0,0,772,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,694,628,356,4,593,0,0,58,201,0,84,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,51,0,20,0,0,0,36,0,11,38,0,0,0,0,0,427,0,0,0,0,0,0,9,0,49,1865,0,0,41,8,0,0,0,0,0,0,16,0,0,0,0,2,19,0,0,0,0,2006,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,33,57,3,10,0,0,38,37,5,0,0,103,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,49,0,0,0,0,3,0,0,0,26,0,0,34,2,0,6,0,5,0,0,0,0,156,0,0,0,53,0,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,126,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6906,0,0,27,0,0,1,0,1,8,0,3,14,0,575,10,274,0,0,1875,1,0,4,0,0,0,0
"SRR11825954",1,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,67,4,338,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,7,0,0,0,19028,0,0,0,0,85,4,0,0,0,0,168,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,1,6267,0,0,136,48,1,0,40,16,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,1,0,28,0,3,0,0,0,0,0,0,144,0,0,0,0,0,0,0
"SRR11825955",29,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,3,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8447,0,2231,0,1378,0,0,165,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,178,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,10,0,0,0,0,0,0,0,0,0,81,0,0,0,8,1,3275,0,0,0,0,18,0,29,0,0,0,0,0,55,240,0,0,0,58,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,5,0,0,36,5,0,64,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,30,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,56,557,0,0,10,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1041,340,0,0,0,0,0,0
"SRR11825956",0,0,0,0,29,0,0,3,92,0,1,0,3,40,0,0,3,5,0,36,0,1,82,0,152,0,9,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,7,0,34,8,210,0,1856,8,0,90,1,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,2169,0,0,2,12,0,0,0,0,25,0,0,48,0,0,0,0,0,11,31,0,0,168,0,0,0,115,1,4,0,1086,5,0,0,0,81,1103,0,0,0,0,57,0,0,6,0,0,3,0,0,0,0,0,25,0,0,0,0,0,17,3,0,4,0,0,3,0,0,0,8,0,1,0,0,12,81,0,6603,0,0,30,100,0,4,15,20,13,0,0,0,2,0,0,0,7,0,0,0,16,0,5,3,2,0,0,24,0,4,0,0,0,0,0,694,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,14,0,0,0,2,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1201,49,2,0,34,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,3,0,26,10890,0,0,0,0,0,0,0,9,1,0,0,0,9,10,0,8,0,0,1810,0,0,0,0,112,7,0
